latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
60.10629,-120.92809,355.31,1.01,1.01,2023-06-02,2049,Aqua,MODIS,98,6.1NRT,303.57,69.5,D
60.10349,-120.94549,332.04,1.01,1.01,2023-06-02,2049,Aqua,MODIS,66,6.1NRT,297.68,27.61,D
60.04388,-121.31168,346.59,1.02,1.01,2023-06-02,2049,Aqua,MODIS,77,6.1NRT,298.37,47.46,D
60.04099,-121.32919,382.56,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,306.66,159.82,D
60.03811,-121.34671,384.25,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,313.92,0,D
60.03521,-121.36425,433.16,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,338.45,0,D
60.03231,-121.38182,442.38,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,400.07,634.03,D
60.0294,-121.39941,451.42,1.02,1.01,2023-06-02,2049,Aqua,MODIS,99,6.1NRT,400.07,748.57,D
60.02649,-121.41698,478.08,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,400.07,1183.61,D
60.02358,-121.43456,332.86,1.03,1.01,2023-06-02,2049,Aqua,MODIS,83,6.1NRT,297.54,28.88,D
60.44831,-118.7191,315.15,1.01,1,2023-06-02,2049,Aqua,MODIS,66,6.1NRT,294.02,10.15,D
60.38056,-119.19424,307.38,1,1,2023-06-02,2049,Aqua,MODIS,58,6.1NRT,291.05,6.2,D
60.37802,-119.21175,311.54,1,1,2023-06-02,2049,Aqua,MODIS,65,6.1NRT,291.44,9.53,D
60.13443,-120.8119,331.05,1.01,1,2023-06-02,2049,Aqua,MODIS,67,6.1NRT,294.39,22.22,D
60.13165,-120.82931,328.73,1.01,1.01,2023-06-02,2049,Aqua,MODIS,51,6.1NRT,295.38,19.22,D
60.12329,-120.88149,320.4,1.01,1.01,2023-06-02,2049,Aqua,MODIS,32,6.1NRT,299.23,12.4,D
60.12051,-120.89887,339.43,1.01,1.01,2023-06-02,2049,Aqua,MODIS,79,6.1NRT,300.94,38.14,D
60.11771,-120.91628,347.35,1.01,1.01,2023-06-02,2049,Aqua,MODIS,89,6.1NRT,297.65,51.27,D
60.11492,-120.93368,354.15,1.01,1.01,2023-06-02,2049,Aqua,MODIS,85,6.1NRT,296.93,66.8,D
60.11211,-120.9511,328.73,1.01,1.01,2023-06-02,2049,Aqua,MODIS,0,6.1NRT,294.24,22.94,D
60.04675,-121.35244,423.66,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,321.36,0,D
60.04386,-121.36999,472.53,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,400.07,1080.73,D
60.03806,-121.40515,503.9,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,400.07,1753.51,D
60.12376,-120.34155,361.11,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,297.61,80.93,D
60.12107,-120.35887,342.84,1,1,2023-06-02,2049,Aqua,MODIS,92,6.1NRT,294.57,38.32,D
60.11296,-120.41083,351.86,1.01,1,2023-06-02,2049,Aqua,MODIS,96,6.1NRT,294.63,57.87,D
60.11025,-120.42815,335.69,1.01,1,2023-06-02,2049,Aqua,MODIS,53,6.1NRT,295.08,28.24,D
60.10754,-120.44545,324.51,1.01,1,2023-06-02,2049,Aqua,MODIS,52,6.1NRT,294.76,15.56,D
60.0994,-120.49735,322.68,1.01,1,2023-06-02,2049,Aqua,MODIS,44,6.1NRT,292.2,15.15,D
60.38748,-118.62157,335.07,1.01,1,2023-06-02,2049,Aqua,MODIS,84,6.1NRT,294.46,30.29,D
60.385,-118.63924,328.83,1.01,1,2023-06-02,2049,Aqua,MODIS,63,6.1NRT,292.26,21.46,D
60.36511,-118.78035,322.43,1.01,1,2023-06-02,2049,Aqua,MODIS,80,6.1NRT,296.78,15.05,D
60.34512,-118.92102,342.58,1,1,2023-06-02,2049,Aqua,MODIS,92,6.1NRT,298.6,42.75,D
60.33759,-118.97366,319.63,1,1,2023-06-02,2049,Aqua,MODIS,63,6.1NRT,296.78,11.75,D
60.33507,-118.9912,313.37,1,1,2023-06-02,2049,Aqua,MODIS,65,6.1NRT,297.88,7.08,D
60.17514,-120.06998,426.14,1,1,2023-06-02,2049,Aqua,MODIS,75,6.1NRT,282.87,440.76,D
60.17249,-120.0873,504.17,1,1,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,400.07,1705.28,D
60.16984,-120.10462,433.08,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,323.44,0,D
60.16718,-120.12193,385.76,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,299.07,0,D
60.16452,-120.13925,401.48,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,303.79,0,D
60.16185,-120.15656,427.45,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,319.18,0,D
60.15385,-120.20849,414.66,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,315.93,0,D
60.15118,-120.22579,461.75,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,336.75,874.98,D
60.1485,-120.2431,477.74,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,400.07,1140.2,D
60.14046,-120.29504,425.02,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,315.52,430.24,D
60.13777,-120.31235,384.47,1,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,308.07,164.51,D
60.13507,-120.32967,348.93,1,1,2023-06-02,2049,Aqua,MODIS,95,6.1NRT,297.39,51.42,D
60.13238,-120.34698,336.69,1,1,2023-06-02,2049,Aqua,MODIS,89,6.1NRT,292.81,30.44,D
60.12158,-120.41627,374.78,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,301.11,124.01,D
60.11887,-120.43358,349.18,1.01,1,2023-06-02,2049,Aqua,MODIS,81,6.1NRT,299.82,50.44,D
60.11616,-120.45088,340.65,1.01,1,2023-06-02,2049,Aqua,MODIS,78,6.1NRT,296.76,34.36,D
60.11345,-120.46819,352.09,1.01,1,2023-06-02,2049,Aqua,MODIS,78,6.1NRT,302.63,55.39,D
60.11073,-120.4855,368.88,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,303.35,101.38,D
60.10802,-120.50282,375.83,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,302.54,130.28,D
59.97073,-121.35542,348.71,1.02,1.01,2023-06-02,2049,Aqua,MODIS,83,6.1NRT,295.1,56.84,D
58.51624,-114.035,338.54,1.15,1.07,2023-06-02,2049,Aqua,MODIS,90,6.1NRT,295.08,45.73,D
57.43839,-121.48329,315.82,1.1,1.05,2023-06-02,2049,Aqua,MODIS,54,6.1NRT,276.59,11.88,D
57.41311,-121.62274,331.1,1.11,1.05,2023-06-02,2049,Aqua,MODIS,41,6.1NRT,290.85,26.95,D
57.40674,-121.65773,342.14,1.11,1.05,2023-06-02,2049,Aqua,MODIS,36,6.1NRT,290.75,41.23,D
57.39057,-121.74618,384.76,1.12,1.05,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,300.69,188.74,D
57.36772,-121.87044,369.82,1.13,1.06,2023-06-02,2049,Aqua,MODIS,76,6.1NRT,289,125.99,D
57.36448,-121.88799,372.03,1.13,1.06,2023-06-02,2049,Aqua,MODIS,93,6.1NRT,292.62,137.71,D
58.82983,-110.92617,331.7,1.45,1.19,2023-06-02,2049,Aqua,MODIS,50,6.1NRT,294.55,40.65,D
58.82772,-110.95103,369.06,1.45,1.19,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,299.12,182.87,D
58.82561,-110.97584,386.88,1.44,1.19,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,304.9,304.56,D
58.82352,-111.00037,352.36,1.44,1.19,2023-06-02,2049,Aqua,MODIS,97,6.1NRT,295.34,106.27,D
58.55994,-113.72586,337.5,1.17,1.08,2023-06-02,2049,Aqua,MODIS,77,6.1NRT,296.34,42.36,D
58.5578,-113.74565,329.83,1.17,1.08,2023-06-02,2049,Aqua,MODIS,36,6.1NRT,297.37,27.76,D
58.53637,-113.9418,317.21,1.15,1.07,2023-06-02,2049,Aqua,MODIS,53,6.1NRT,294.17,13.97,D
58.53423,-113.96126,317.23,1.15,1.07,2023-06-02,2049,Aqua,MODIS,72,6.1NRT,295.25,14.1,D
58.52564,-114.03886,310.16,1.15,1.07,2023-06-02,2049,Aqua,MODIS,46,6.1NRT,294.46,7.03,D
57.4969,-121.21178,370.31,1.08,1.04,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,301.99,121.28,D
57.49385,-121.22893,366.64,1.09,1.04,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,297.17,108.23,D
57.41888,-121.6459,343.39,1.11,1.05,2023-06-02,2049,Aqua,MODIS,38,6.1NRT,287.38,46.11,D
57.4157,-121.66342,464.29,1.11,1.05,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,317.59,1053.84,D
57.41245,-121.68123,375.19,1.11,1.05,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,304.18,139.58,D
57.39957,-121.75175,365.85,1.12,1.05,2023-06-02,2049,Aqua,MODIS,75,6.1NRT,284.28,105.38,D
57.3767,-121.87633,438.27,1.13,1.06,2023-06-02,2049,Aqua,MODIS,75,6.1NRT,304.87,666.81,D
57.37346,-121.89388,431.49,1.13,1.06,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,312.51,586.03,D
57.37023,-121.91142,366,1.13,1.06,2023-06-02,2049,Aqua,MODIS,97,6.1NRT,295.52,115.26,D
58.84253,-110.90469,346.69,1.45,1.19,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,296.18,87.4,D
58.8404,-110.92978,318.92,1.45,1.19,2023-06-02,2049,Aqua,MODIS,45,6.1NRT,295.27,17.64,D
58.83828,-110.95461,316.32,1.45,1.19,2023-06-02,2049,Aqua,MODIS,66,6.1NRT,295.71,15.68,D
58.83619,-110.97913,323.03,1.44,1.19,2023-06-02,2049,Aqua,MODIS,76,6.1NRT,295.87,26.49,D
58.81289,-111.24801,328.04,1.41,1.18,2023-06-02,2049,Aqua,MODIS,68,6.1NRT,292.68,35.65,D
58.56945,-113.72969,331.5,1.17,1.08,2023-06-02,2049,Aqua,MODIS,55,6.1NRT,294.68,30.73,D
57.42466,-121.66904,470.11,1.11,1.05,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,310.6,1163.73,D
57.42144,-121.68675,392.06,1.11,1.05,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,303.95,222.31,D
57.38568,-121.88218,391.97,1.13,1.06,2023-06-02,2049,Aqua,MODIS,71,6.1NRT,287.8,234.72,D
57.38245,-121.89977,399.95,1.13,1.06,2023-06-02,2049,Aqua,MODIS,87,6.1NRT,300.81,283.14,D
58.85527,-110.88293,334.39,1.46,1.19,2023-06-02,2049,Aqua,MODIS,77,6.1NRT,295.07,48.6,D
58.85311,-110.90829,348.45,1.45,1.19,2023-06-02,2049,Aqua,MODIS,95,6.1NRT,298.32,89.24,D
58.82547,-111.22724,324.6,1.41,1.18,2023-06-02,2049,Aqua,MODIS,77,6.1NRT,292.57,30.47,D
58.57895,-113.73353,319.53,1.17,1.08,2023-06-02,2049,Aqua,MODIS,39,6.1NRT,294.55,16,D
58.56387,-113.87136,320.74,1.16,1.07,2023-06-02,2049,Aqua,MODIS,47,6.1NRT,293.76,16.95,D
57.43365,-121.67456,407.02,1.11,1.05,2023-06-02,2049,Aqua,MODIS,75,6.1NRT,280,334.93,D
57.43044,-121.69225,368.01,1.11,1.05,2023-06-02,2049,Aqua,MODIS,87,6.1NRT,280.25,111.67,D
57.39469,-121.88795,342.62,1.13,1.06,2023-06-02,2049,Aqua,MODIS,61,6.1NRT,282.85,39.7,D
58.86587,-110.88652,336.61,1.46,1.19,2023-06-02,2049,Aqua,MODIS,83,6.1NRT,295.22,54.22,D
58.86371,-110.91169,334.3,1.45,1.19,2023-06-02,2049,Aqua,MODIS,57,6.1NRT,298.27,46.55,D
58.57549,-113.85561,334.98,1.16,1.07,2023-06-02,2049,Aqua,MODIS,76,6.1NRT,294.59,38.14,D
58.95393,-109.94826,312.55,1.58,1.24,2023-06-02,2049,Aqua,MODIS,70,6.1NRT,294.25,17.83,D
58.87431,-110.91505,344.71,1.45,1.19,2023-06-02,2049,Aqua,MODIS,93,6.1NRT,297.55,79.55,D
58.86573,-111.01409,332.86,1.44,1.19,2023-06-02,2049,Aqua,MODIS,68,6.1NRT,296.1,43.71,D
58.8636,-111.03857,323.13,1.44,1.19,2023-06-02,2049,Aqua,MODIS,58,6.1NRT,292.64,26.33,D
57.54453,-121.16499,367.45,1.08,1.04,2023-06-02,2049,Aqua,MODIS,0,6.1NRT,297.92,112.35,D
57.53246,-121.23346,365.12,1.08,1.04,2023-06-02,2049,Aqua,MODIS,77,6.1NRT,298.3,103.77,D
57.44836,-121.70361,398.78,1.11,1.05,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,283.64,0,D
57.40291,-121.95284,336.22,1.13,1.06,2023-06-02,2049,Aqua,MODIS,69,6.1NRT,291.43,28.77,D
57.39965,-121.97058,376.82,1.13,1.06,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,294.53,152.04,D
57.39639,-121.98834,342.91,1.13,1.06,2023-06-02,2049,Aqua,MODIS,70,6.1NRT,286.27,45.89,D
58.88061,-110.96791,325.63,1.45,1.19,2023-06-02,2049,Aqua,MODIS,36,6.1NRT,294.4,28.3,D
57.51367,-121.3952,333.84,1.09,1.04,2023-06-02,2049,Aqua,MODIS,77,6.1NRT,293.21,30.67,D
57.45734,-121.70923,389.39,1.11,1.05,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,280.89,0,D
57.41195,-121.95853,389.28,1.13,1.06,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,296.88,215.54,D
57.40868,-121.97636,486.84,1.13,1.06,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,330.4,1561.37,D
57.40545,-121.99393,413.98,1.13,1.06,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,300.67,403.4,D
57.42099,-121.96419,355.04,1.13,1.06,2023-06-02,2049,Aqua,MODIS,98,6.1NRT,285.77,75.51,D
57.41769,-121.98222,408.94,1.13,1.06,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,293.92,357.92,D
57.41445,-121.99986,356.04,1.13,1.06,2023-06-02,2049,Aqua,MODIS,98,6.1NRT,282.4,80.75,D
57.43327,-121.95207,345.5,1.13,1.06,2023-06-02,2049,Aqua,MODIS,0,6.1NRT,278.82,53.65,D
57.42999,-121.97005,350.99,1.13,1.06,2023-06-02,2049,Aqua,MODIS,91,6.1NRT,283.31,67.66,D
57.4267,-121.98805,336.95,1.13,1.06,2023-06-02,2049,Aqua,MODIS,69,6.1NRT,278.38,35.45,D
57.57696,-121.20429,385,1.08,1.04,2023-06-02,2049,Aqua,MODIS,0,6.1NRT,293.53,192.47,D
57.5618,-121.29063,370.82,1.09,1.04,2023-06-02,2049,Aqua,MODIS,75,6.1NRT,291.91,126.5,D
57.55877,-121.30782,412.46,1.09,1.04,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,302.56,372.24,D
57.58184,-121.21225,362.65,1.08,1.04,2023-06-02,2049,Aqua,MODIS,0,6.1NRT,291.19,102.3,D
57.56652,-121.29845,376.09,1.09,1.04,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,293.08,151.25,D
57.56347,-121.31558,371.45,1.09,1.04,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,298.48,132.23,D
57.41142,-122.20271,433.95,1.15,1.07,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,291.25,0,D
57.40802,-122.22088,365.49,1.15,1.07,2023-06-02,2049,Aqua,MODIS,95,6.1NRT,281.49,0,D
57.43051,-122.15481,350.57,1.14,1.06,2023-06-02,2049,Aqua,MODIS,91,6.1NRT,273.53,69.62,D
57.42715,-122.17282,445.98,1.14,1.07,2023-06-02,2049,Aqua,MODIS,87,6.1NRT,288.31,794.06,D
57.42379,-122.19085,468.8,1.14,1.07,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,306.52,0,D
57.42044,-122.20884,479.23,1.15,1.07,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,316.46,0,D
57.41705,-122.22694,388.69,1.15,1.07,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,290.31,0,D
57.58705,-121.34948,332.76,1.09,1.04,2023-06-02,2049,Aqua,MODIS,76,6.1NRT,289.11,33.65,D
57.43935,-122.16183,322.07,1.14,1.06,2023-06-02,2049,Aqua,MODIS,45,6.1NRT,271.17,18.09,D
60.03224,-121.44031,338.54,1.03,1.01,2023-06-02,2049,Aqua,MODIS,91,6.1NRT,296.5,37.28,D
60.49669,-118.84301,354.04,1.01,1,2023-06-02,2049,Aqua,MODIS,97,6.1NRT,297.55,67.65,D
60.49919,-118.82533,402.09,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,304.24,264.05,D
60.50169,-118.80764,318.13,1.01,1,2023-06-02,2049,Aqua,MODIS,40,6.1NRT,293.45,11.67,D
60.14985,-121.07195,416.36,1.02,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,314.86,365.73,D
60.15266,-121.05452,486.45,1.01,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,400.07,1328.24,D
60.15547,-121.03708,407.16,1.01,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,310.23,293.45,D
60.15828,-121.01965,364.88,1.01,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,298.47,92.68,D
60.16108,-121.00222,353.98,1.01,1.01,2023-06-02,2049,Aqua,MODIS,92,6.1NRT,295.93,61.75,D
60.18892,-120.82803,338.38,1.01,1,2023-06-02,2049,Aqua,MODIS,91,6.1NRT,299.2,23.52,D
60.19169,-120.81059,331.7,1.01,1,2023-06-02,2049,Aqua,MODIS,76,6.1NRT,297.45,13.9,D
60.23393,-120.78732,347.12,1.01,1,2023-06-02,2049,Aqua,MODIS,72,6.1NRT,276.13,52.31,D
60.24223,-120.73501,321.88,1.01,1,2023-06-02,2049,Aqua,MODIS,40,6.1NRT,284.02,15.07,D
60.47955,-119.1652,310.79,1,1,2023-06-02,2049,Aqua,MODIS,51,6.1NRT,289.32,7.94,D
60.21141,-120.86895,329.78,1.01,1,2023-06-02,2049,Aqua,MODIS,41,6.1NRT,287.46,21.95,D
60.2142,-120.85151,397.63,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,304.59,233.99,D
60.21698,-120.83407,476.88,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,400.07,1135.01,D
60.21976,-120.81662,438.72,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,306.87,578.04,D
60.22255,-120.79917,417.39,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,304.7,374.08,D
60.22532,-120.78173,442.77,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,316.27,624.28,D
60.22809,-120.7643,429.13,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,323.82,476.27,D
60.23086,-120.74686,409.27,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,311.35,309.88,D
60.481,-119.08966,318.54,1,1,2023-06-02,2049,Aqua,MODIS,30,6.1NRT,290.74,12.57,D
60.17553,-121.03094,428.93,1.01,1.01,2023-06-02,2049,Aqua,MODIS,87,6.1NRT,315.7,477.2,D
60.17833,-121.01353,382.13,1.01,1.01,2023-06-02,2049,Aqua,MODIS,82,6.1NRT,296.34,157.63,D
60.19784,-120.8915,333.56,1.01,1.01,2023-06-02,2049,Aqua,MODIS,29,6.1NRT,289.71,26.61,D
60.20061,-120.87409,415.15,1.01,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,304.26,352.94,D
60.20339,-120.85667,385.49,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,299.85,169.16,D
60.20616,-120.83923,471.95,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,340.43,1042.94,D
60.20893,-120.82177,476.48,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,400.07,1120.97,D
60.2117,-120.80431,411.78,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,316.29,319.36,D
60.21446,-120.78687,470.37,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,340.35,1010.44,D
60.21722,-120.76942,474.37,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,339.83,1081.25,D
60.21998,-120.75198,403.34,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,314.17,263.13,D
60.22274,-120.73454,489.1,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,333.22,1371.42,D
60.22549,-120.71711,371.73,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,291.8,115.26,D
60.14438,-121.16492,328.47,1.02,1.01,2023-06-02,2049,Aqua,MODIS,70,6.1NRT,286.93,24.95,D
60.15849,-121.07759,359.16,1.02,1.01,2023-06-02,2049,Aqua,MODIS,81,6.1NRT,292.44,78.38,D
60.1613,-121.06014,458.63,1.01,1.01,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,307.6,838.14,D
60.1641,-121.0427,408.3,1.01,1.01,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,311.96,301.92,D
60.1697,-121.00787,371.03,1.01,1.01,2023-06-02,2049,Aqua,MODIS,87,6.1NRT,300.87,113.55,D
60.18087,-120.93816,334.71,1.01,1.01,2023-06-02,2049,Aqua,MODIS,78,6.1NRT,290.99,30.21,D
60.18366,-120.92073,325.33,1.01,1.01,2023-06-02,2049,Aqua,MODIS,27,6.1NRT,289.14,17.23,D
60.19199,-120.86848,335.38,1.01,1.01,2023-06-02,2049,Aqua,MODIS,22,6.1NRT,292.04,24.04,D
60.19477,-120.85107,336.04,1.01,1,2023-06-02,2049,Aqua,MODIS,58,6.1NRT,294.3,22.47,D
60.19754,-120.83363,369.56,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,302.4,101.9,D
60.20031,-120.81618,376.32,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,304.67,123.89,D
60.20308,-120.79873,361.15,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,298.6,72.74,D
60.20584,-120.78129,401.46,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,310.31,247.42,D
60.20861,-120.76385,426.63,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,315.84,441.12,D
60.21136,-120.74641,373.66,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,306.54,114.47,D
60.21412,-120.72898,399.68,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,314.37,241.82,D
60.21687,-120.71155,419.6,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,311.13,386.09,D
60.21962,-120.69412,378.82,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,295.5,141.57,D
60.48414,-118.93132,304.89,1,1,2023-06-02,2049,Aqua,MODIS,43,6.1NRT,291.28,4.53,D
60.14333,-120.87526,369.34,1.01,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,307.01,105.22,D
60.14611,-120.85788,332.62,1.01,1.01,2023-06-02,2049,Aqua,MODIS,40,6.1NRT,299.12,21.2,D
60.15722,-120.78824,336.35,1.01,1,2023-06-02,2049,Aqua,MODIS,82,6.1NRT,297.53,25.63,D
60.04089,-121.44607,337.63,1.03,1.01,2023-06-02,2049,Aqua,MODIS,75,6.1NRT,293.76,33.66,D
60.0438,-121.4285,498.66,1.02,1.01,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,329.95,1626.85,D
60.12914,-120.90446,342.32,1.01,1.01,2023-06-02,2049,Aqua,MODIS,66,6.1NRT,297.46,41.33,D
60.13192,-120.88706,350.54,1.01,1.01,2023-06-02,2049,Aqua,MODIS,91,6.1NRT,302.22,56.55,D
60.13471,-120.86968,356.06,1.01,1.01,2023-06-02,2049,Aqua,MODIS,98,6.1NRT,302.19,66.65,D
60.45452,-118.74184,310.61,1.01,1,2023-06-02,2049,Aqua,MODIS,34,6.1NRT,293.88,6.17,D
60.19723,-120.77571,340.18,1.01,1,2023-06-02,2049,Aqua,MODIS,91,6.1NRT,298.13,26.5,D
60.19999,-120.75828,350.72,1.01,1,2023-06-02,2049,Aqua,MODIS,96,6.1NRT,300.6,46.2,D
60.20275,-120.74084,349.8,1.01,1,2023-06-02,2049,Aqua,MODIS,96,6.1NRT,300.36,43.99,D
60.20551,-120.72342,355.42,1.01,1,2023-06-02,2049,Aqua,MODIS,98,6.1NRT,301.66,57.74,D
60.20826,-120.70599,347.42,1.01,1,2023-06-02,2049,Aqua,MODIS,67,6.1NRT,298.47,44.56,D
60.21101,-120.68858,347.42,1.01,1,2023-06-02,2049,Aqua,MODIS,61,6.1NRT,295.41,47.6,D
60.21375,-120.67116,346.18,1.01,1,2023-06-02,2049,Aqua,MODIS,94,6.1NRT,292.61,50.32,D
60.2165,-120.65375,322.87,1.01,1,2023-06-02,2049,Aqua,MODIS,78,6.1NRT,290.46,17.69,D
60.47546,-118.92622,305.04,1,1,2023-06-02,2049,Aqua,MODIS,38,6.1NRT,292.86,4.31,D
60.4905,-118.82024,365.53,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,299.33,97.83,D
60.498,-118.76717,332.42,1.01,1,2023-06-02,2049,Aqua,MODIS,82,6.1NRT,293.94,26.27,D
60.14122,-121.06631,339.15,1.02,1.01,2023-06-02,2049,Aqua,MODIS,91,6.1NRT,295,35.39,D
60.14404,-121.04889,374.62,1.01,1.01,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,301.41,126.95,D
60.14684,-121.03146,321.1,1.01,1.01,2023-06-02,2049,Aqua,MODIS,80,6.1NRT,293.47,11.41,D
60.14965,-121.01402,321.97,1.01,1.01,2023-06-02,2049,Aqua,MODIS,75,6.1NRT,292.48,11.33,D
60.15245,-120.99659,334.39,1.01,1.01,2023-06-02,2049,Aqua,MODIS,84,6.1NRT,294.01,27.09,D
60.20514,-120.66563,334.03,1.01,1,2023-06-02,2049,Aqua,MODIS,77,6.1NRT,292.73,29.78,D
60.20788,-120.64822,336.35,1.01,1,2023-06-02,2049,Aqua,MODIS,90,6.1NRT,292.15,34.22,D
60.19102,-120.69491,344.67,1.01,1,2023-06-02,2049,Aqua,MODIS,50,6.1NRT,298.7,42.12,D
60.19378,-120.6775,374.6,1.01,1,2023-06-02,2049,Aqua,MODIS,100,6.1NRT,297.41,124.7,D
60.10984,-121.14224,358.73,1.02,1.01,2023-06-02,2049,Aqua,MODIS,99,6.1NRT,292.05,80.32,D
60.11267,-121.1248,323.41,1.02,1.01,2023-06-02,2049,Aqua,MODIS,82,6.1NRT,289.65,16.88,D
60.14917,-120.89826,361.3,1.01,1.01,2023-06-02,2049,Aqua,MODIS,71,6.1NRT,297.3,82.76,D
60.17137,-120.75901,341.23,1.01,1,2023-06-02,2049,Aqua,MODIS,76,6.1NRT,298.54,32.46,D
60.18516,-120.67197,337.63,1.01,1,2023-06-02,2049,Aqua,MODIS,56,6.1NRT,294.74,33.34,D
60.04955,-121.45183,332.95,1.03,1.01,2023-06-02,2049,Aqua,MODIS,62,6.1NRT,285.45,27.02,D
60.09837,-121.15404,313.89,1.02,1.01,2023-06-02,2049,Aqua,MODIS,37,6.1NRT,289.03,8.05,D
